Tabela 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CD_CLI;NR_CTR;VR_CTR;DT_CTR;NR_PARCELA;VR_PARCELA;CODIGO;RATING;MOTIVO;PRODUTO;nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
;64;164;9948;2015-02-09;36;276.33;64;A;LIQUIDADO;EMPRESTIMO;Alexandre Marcos Vinicius Edson Teixeira;77;61014528089;189539641;03/09/1945 00:00;Masculino;Peixes;Gabriela Tereza Lívia;Elias Sebastião Teixeira;alexandremarcosteixeira@iname.com;F4ScGQZwYe;91787352;Rua F;309;Lomba do Pinheiro;Porto Alegre;RS;5129350729;51992890730;1,75;101;A-;vermelho
;65;165;46;2015-02-09;24;24.17;65;A;LIQUIDADO;EMPRESTIMO;Jorge Leonardo Nascimento;48;64413225015;206940713;02/10/1974 00:00;Masculino;Aquário;Alana Analu Aline;Lorenzo Kauê Roberto Nascimento;jorge-nascimento90@termaqui.com.br;PXwDmdHS7k;97509600;Quadra T;901;União das Vilas;Uruguaiana;RS;5538606789;55992284751;1,79;70;AB-;preto
;66;166;1372;2015-02-09;12;114.33;66;A;LIQUIDADO;EMPRESTIMO;Giovanni Diogo Márcio Almeida;27;14148655037;360236984;03/02/1995 00:00;Masculino;Peixes;Fabiana Brenda Emanuelly;Murilo Thiago Almeida;giovanni-almeida72@amure.com.br;7h0GL2yUS5;95110797;Rua José Rizzon Moreira;804;Sanvitto;Caxias do Sul;RS;5428174434;54985597987;2;50;B+;laranja
;67;167;6363;2015-02-09;48;132.56;67;B;LIQUIDADO;EMPRESTIMO;Mirella Vitória Cristiane Costa;67;41525812041;229666395;02/07/1955 00:00;Feminino;Aquário;Amanda Rosângela;Raimundo Lorenzo Costa;mirella.vitoria.costa@focusnetworks.com.br;8cmuwkZLt4;95057670;Rua José Zini;613;São Ciro;Caxias do Sul;RS;5438574568;54999675912;1,62;46;AB+;amarelo
;68;168;3060;2015-02-09;18;170.00;68;A;LIQUIDADO;EMPRESTIMO;Eduardo Ruan Bryan Aparício;37;48502771019;420497742;01/10/1985 00:00;Masculino;Capricórnio;Luana Lúcia;Ian Leonardo Aparício;eduardo_aparicio@iaru.com;yyQGlT3BIb;94965360;Rua Peru;960;Vila Fátima;Cachoeirinha;RS;5125865595;51986110622;1,84;62;O+;azul
;69;169;481;2015-02-09;24;20.04;69;A;LIQUIDADO;EMPRESTIMO;César Daniel Marcos Vinicius Martins;66;62828732070;279399406;01/12/1956 00:00;Masculino;Capricórnio;Renata Sara Mariana;Vinicius Juan Márcio Martins;cesar_martins@grupova.com.br;a6TMXPIBh8;98045047;Rua Portela;587;Santa Helena;Cruz Alta;RS;5529572736;55993399213;1,92;58;AB-;amarelo
;70;170;9346;2015-02-09;60;155.77;70;B;LIQUIDADO;EMPRESTIMO;Emanuelly Lavínia Dias;54;916930041;398047868;03/02/1968 00:00;Feminino;Peixes;Tereza Antônia;Martin Pedro Henrique Vinicius Dias;emanuelly-dias84@alanamaral.com.br;HForyce3ga;97509316;Servidão Dois;331;União das Vilas;Uruguaiana;RS;5535736085;55988069931;1,55;53;B-;verde
;71;171;940;2015-02-09;15;62.67;71;A;LIQUIDADO;EMPRESTIMO;Eloá Mirella Mendes;61;38379552067;371660154;03/08/1961 00:00;Feminino;Peixes;Amanda Ana Aurora;Elias Henrique Lucca Mendes;eloa_mirella_mendes@habby-appe.com.br;oMxW37XLus;93214040;Rua Campos Sales;649;Dihel;Sapucaia do Sul;RS;5125916482;51992811394;1,58;58;AB+;verde
;72;172;250;2015-02-09;60;150.92;72;A;LIQUIDADO;EMPRESTIMO;Breno Joaquim Manoel Caldeira;51;31259956040;292098959;01/03/1971 00:00;Masculino;Capricórnio;Simone Sophie Aparecida;Henrique Iago Caldeira;breno.joaquim.caldeira@ticem.com.br;EnxlGAfcKw;93037652;Rua João de Deus Nascimento Aguirre;909;Duque de Caxias;São Leopoldo;RS;5125607580;51995703133;1,7;103;AB+;preto
;73;173;8767;2015-02-09;80;109.59;73;A;LIQUIDADO;CONSIGNADO;Gustavo Mário Pinto;49;205713050;184491496;02/10/1973 00:00;Masculino;Aquário;Vera Sebastiana Ester;Daniel Ian Pinto;gustavo_mario_pinto@eguia.com.br;wXRQktakxp;97043650;Rua Santos Dumont;317;Carolina;Santa Maria;RS;5536120185;55983617659;1,94;57;O+;roxo
;74;174;6399;2015-02-09;24;266.63;74;B;LIQUIDADO;EMPRESTIMO;Giovanna Isabelle Ramos;70;40714390097;167272068;03/02/1952 00:00;Feminino;Peixes;Alícia Antonella;Joaquim Iago Leonardo Ramos;giovannaisabelleramos@gracomonline.com.br;T68IFrWgrI;93347155;Rua Senhor do Bonfim;220;Boa Saúde;Novo Hamburgo;RS;5136470588;51999816060;1,58;58;AB-;laranja
;75;175;7109;2015-02-09;36;197.47;75;B;LIQUIDADO;EMPRESTIMO;Elaine Rafaela Antonella Rodrigues;28;96655729033;326188496;02/10/1994 00:00;Feminino;Aquário;Priscila Rafaela;Arthur Enzo Isaac Rodrigues;elaine.rafaela.rodrigues@br.loreal.com;6afG7H67yl;93052155;Rua Alfredo Luiz Gonçalves;468;Feitoria;São Leopoldo;RS;5128595474;51994470611;1,58;58;AB-;verde
;76;176;9037;2015-02-09;60;150.62;76;C;LIQUIDADO;EMPRESTIMO;Miguel André Bruno Santos;45;60751292001;128619399;03/04/1977 00:00;Masculino;Peixes;Nicole Raquel Lívia;Oliver Thomas Thiago Santos;miguel_santos@estagiarios.com;xsQNxIKYL3;96820660;Rua Guilherme Gewehr;646;Santo Inácio;Santa Cruz do Sul;RS;5137509051;51992327981;1,95;99;O-;azul
;77;177;3538;2015-02-09;36;98.28;77;B;LIQUIDADO;EMPRESTIMO;Ricardo Martin Drumond;35;1890200085;477446905;03/07/1987 00:00;Masculino;Peixes;Benedita Regina Elaine;Yuri Pedro Henrique Gael Drumond;ricardo_martin_drumond@cbsaperfeicoamento.com.br;lArJ4c08ks;93145290;Rua Lion;130;Arroio da Manteiga;São Leopoldo;RS;5138584907;51992145337;1,96;59;A+;vermelho
;78;178;5572;2015-02-09;42;132.67;78;B;LIQUIDADO;EMPRESTIMO;Tânia Aline Jaqueline Bernardes;26;22128825059;258462954;02/05/1996 00:00;Feminino;Aquário;Débora Antonella Simone;Fábio Benedito Ruan Bernardes;tania_bernardes@zyb.com.br;GnIPB9hSRq;93410080;Rua Itararé;466;Pátria Nova;Novo Hamburgo;RS;5136250413;51998326520;1,63;69;O+;laranja
;79;179;361;2015-02-09;15;24.07;79;A;LIQUIDADO;EMPRESTIMO;Thales Sérgio Guilherme Moreira;33;58924959069;108262388;03/04/1989 00:00;Masculino;Peixes;Agatha Allana;Isaac Danilo Bruno Moreira;thales-moreira81@simoesmendonca.adv.br;yFJDH9Rn0O;91791313;Acesso T Dois;833;Restinga;Porto Alegre;RS;5139421753;51996544037;1,89;72;B-;azul
;80;180;6597;2015-02-09;24;274.88;80;A;LIQUIDADO;EMPRESTIMO;Liz Eliane Louise da Rosa;24;35217822040;424263683;03/02/1998 00:00;Feminino;Peixes;Alice Melissa;Antonio Cláudio da Rosa;liz_eliane_darosa@brastek.com.br;klZqY0EuXS;95098394;Rua Claudino Pedro Dallegrave;941;Salgado Filho;Caxias do Sul;RS;5429624828;54983310990;1,73;75;A-;azul
;81;181;6098;2015-02-09;60;101.63;81;C;LIQUIDADO;EMPRESTIMO;Thomas Benjamin Campos;61;88926090094;194042856;01/09/1961 00:00;Masculino;Capricórnio;Luana Analu;Leandro José Pedro Henrique Campos;thomas_benjamin_campos@duoarq.com;6CbmP14Ep3;94100290;Rua Borges Fortes;910;Neópolis;Gravataí;RS;5129150502;51998768170;1,7;95;B+;vermelho
;82;182;8680;2015-02-09;80;108.50;82;A;LIQUIDADO PORTABILIDADE;CONSIGNADO;Nathan Felipe Geraldo Ribeiro;59;85678961004;484689551;02/10/1963 00:00;Masculino;Aquário;Isabel Lívia;Hugo Guilherme Elias Ribeiro;nathan_ribeiro@lagencemodelos.com.br;p4ew18trgW;94110050;Rua Aldo Tadioto;430;Parque Ipiranga;Gravataí;RS;5129288597;51997411052;1,75;83;A-;verde
;83;183;8453;2015-02-09;60;140.88;83;C;LIQUIDADO;EMPRESTIMO;Sophia Elaine Cardoso;24;94547080070;506858637;03/03/1998 00:00;Feminino;Peixes;Heloise Louise;Martin Samuel Cardoso;sophia_elaine_cardoso@sfranconsultoria.com.br;aSSbS9RQa2;98895971;Avenida Henrique Martin 250;248;Centro;Senador Salgado Filho;RS;5526721124;55999761384;1,57;68;AB+;vermelho
;84;184;8590;2015-02-09;80;107.38;84;A;LIQUIDADO PORTABILIDADE;CONSIGNADO;Victor Osvaldo Brito;35;42452272060;316290968;03/04/1987 00:00;Masculino;Peixes;Luiza Beatriz Evelyn;Manoel Pedro Henrique Carlos Eduardo Brito;victorosvaldobrito@gmnail.com;HLMYqzeLH4;96815700;Rua Garibaldi;715;Universitário;Santa Cruz do Sul;RS;5137974502;51989223272;1,78;101;B-;azul
;85;185;961;2015-02-09;15;64.07;85;A;LIQUIDADO;EMPRESTIMO;Leandro Eduardo Raul da Costa;36;34156039030;386506851;03/10/1986 00:00;Masculino;Peixes;Rosa Isabel Emanuelly;Nathan Raimundo Elias da Costa;leandro.eduardo.dacosta@hidracom.com.br;8QNQ727UWH;97573322;Rua Cabo Oriente Cardoso;219;Divisa;Santana do Livramento;RS;5529627302;55998906877;1,8;60;B+;azul
;86;186;8676;2015-02-09;80;108.45;86;A;LIQUIDADO;CONSIGNADO;Heitor Juan Oliver Nunes;70;40083173099;311241025;03/02/1952 00:00;Masculino;Peixes;Raquel Agatha Tatiane;Edson Edson Nunes;heitorjuannunes@unimedara.com.br;CDr2kz8EzB;94197510;Rua John Lennon;947;Jardim do Cedro;Gravataí;RS;5129281950;51992136188;1,7;101;AB-;azul
;87;187;6436;2015-02-09;24;268.17;87;A;LIQUIDADO;EMPRESTIMO;Jéssica Mirella Clarice Baptista;25;31949931005;423179846;01/05/1997 00:00;Feminino;Capricórnio;Carla Valentina;Márcio Daniel Enrico Baptista;jessica-baptista88@zf.com;CbtINDHkMF;94445110;Rua D;418;Santo Onofre;Viamão;RS;5129685423;51982083971;1,52;82;B-;vermelho
;88;188;6407;2015-02-09;24;266.96;88;A;LIQUIDADO;EMPRESTIMO;Bernardo Vicente Danilo Fogaça;80;59765075065;246987376;03/07/1942 00:00;Masculino;Peixes;Evelyn Ayla;Tiago Nelson Fogaça;bernardo_vicente_fogaca@zepto.com.br;7Nf6jMqFHe;97572025;Rua Nei da Silva;486;Real;Santana do Livramento;RS;5529940241;55989557082;1,73;102;B-;roxo
;89;189;4930;2015-02-09;48;102.71;89;A;LIQUIDADO;EMPRESTIMO;Roberto André Henrique Drumond;35;22633139078;153499254;02/04/1987 00:00;Masculino;Aquário;Isabella Lavínia;Erick Julio César Drumond;roberto.andre.drumond@etec.sp.gov.br;n0L58h0Pue;97050235;Rua Ricardo Schimid't;118;Centro;Santa Maria;RS;5535630514;55996591956;1,72;95;O-;amarelo
;90;190;1211;2015-02-09;24;50.46;90;A;LIQUIDADO;EMPRESTIMO;Sônia Julia Fernandes;46;66214599049;276943004;02/01/1976 00:00;Feminino;Aquário;Emanuelly Andrea Marcela;Breno Noah Matheus Fernandes;sonia_fernandes@ambiente.sp.gov.br;6UQYu7qXj8;99701730;Rua Anita Garibaldi;459;José Bonifácio;Erechim;RS;5425501028;54994090052;1,79;87;B-;laranja
;91;191;1974;2015-02-09;24;82.25;91;A;LIQUIDADO;EMPRESTIMO;José Igor Castro;18;78829091065;500180829;01/07/2004 00:00;Masculino;Capricórnio;Débora Maitê;Luiz Kauê Castro;jose.igor.castro@semco.com.br;lDdmCerySh;99060660;Travessa Arieta Rebechi;441;São Cristóvão;Passo Fundo;RS;5435983066;54989272389;1,67;68;A+;laranja
;92;192;3827;2015-02-09;36;106.31;92;A;LIQUIDADO;EMPRESTIMO;Stella Raimunda Novaes;60;50633145033;315199064;03/09/1962 00:00;Feminino;Peixes;Teresinha Joana;Gustavo Ryan Novaes;stella_novaes@bb.com.br;Ee9XAfQig3;94935495;Rua São Manoel;632;Vila Parque Brasília;Cachoeirinha;RS;5137904229;51991048409;1,7;62;B+;vermelho
;93;193;7860;2015-02-09;60;131.00;93;C;LIQUIDADO;EMPRESTIMO;Julio Oliver Moura;58;29124379034;399417308;01/08/1964 00:00;Masculino;Capricórnio;Nina Nina;Daniel Ruan Moura;julioolivermoura@policiacivil.sp.gov.br;iD7Lw4590B;99032550;Rua Valentin Begotto;360;Integração;Passo Fundo;RS;5428820208;54998018339;1,87;65;O-;roxo
;94;194;2153;2015-02-09;18;119.61;94;A;LIQUIDADO;EMPRESTIMO;Lívia Isabelly Isabela dos Santos;58;50681175010;384668252;03/07/1964 00:00;Feminino;Peixes;Priscila Helena;Tiago José dos Santos;livia_isabelly_dossantos@midiasim.com.br;Hq9wYck4gP;93352060;Rua das Margaridas;734;Alpes do Vale;Novo Hamburgo;RS;5126154265;51996445996;1,77;52;B-;roxo
;95;195;4916;2015-02-09;48;102.42;95;A;LIQUIDADO;EMPRESTIMO;Sophia Isis Silvana da Mota;76;59623049005;116549063;01/11/1946 00:00;Feminino;Capricórnio;Simone Francisca;Enzo Heitor da Mota;sophia_damota@db9.com.br;pOdpQHjzCL;94050000;Avenida Dorival Cândido Luz de Oliveira;270;COHAB A;Gravataí;RS;5139096871;51989101064;1,81;45;AB+;verde
;96;196;8623;2015-02-09;80;107.79;96;A;LIQUIDADO;CONSIGNADO;Murilo Augusto Cardoso;31;29594155078;414982861;03/02/1991 00:00;Masculino;Peixes;Francisca Eliane Mariana;Samuel Marcos Vinicius Yago Cardoso;murilo.augusto.cardoso@termaqui.com.br;y1SBmyS1tz;95072350;Rua Maurício Nunes de Almeida;226;Bela Vista;Caxias do Sul;RS;5425024962;54992712168;1,69;88;B-;vermelho
;97;197;6716;2015-02-09;24;279.83;97;A;LIQUIDADO;EMPRESTIMO;Samuel Renato Bryan Lopes;74;71350269000;508725331;03/09/1948 00:00;Masculino;Peixes;Heloisa Luciana Heloise;Enzo Manoel Lopes;samuel-lopes95@marcossousa.com;gnwamn7azW;95095591;Rua Firmino Boff;184;São Caetano;Caxias do Sul;RS;5436400187;54991018499;1,61;52;AB+;laranja
;98;198;3471;2015-02-09;36;96.42;98;A;LIQUIDADO;EMPRESTIMO;Amanda Rita Assunção;24;63332716085;479077393;03/01/1998 00:00;Feminino;Peixes;Bárbara Beatriz Rosângela;João Yago Otávio Assunção;amanda_rita_assuncao@rjnet.com.br;q1iywchcx4;95059670;Rua Tauribio Alexandre Vieira;886;Serrano;Caxias do Sul;RS;5439238430;54994572581;1,85;52;O-;amarelo
;99;199;9039;2015-02-09;60;150.65;99;A;LIQUIDADO;EMPRESTIMO;Yago Gustavo Gustavo Moraes;58;29977858047;305114505;03/04/1964 00:00;Masculino;Peixes;Tânia Tânia;Calebe Murilo Marcos Moraes;yagogustavomoraes@jci.com;cdHF8mhPlh;99054340;Rua Classi Maffi;812;São Luiz Gonzaga;Passo Fundo;RS;5437504572;54998103581;1,86;107;AB+;roxo
;100;200;4101;2015-02-09;36;113.92;100;A;LIQUIDADO;EMPRESTIMO;Liz Silvana Silvana Barbosa;53;34208977078;230918335;01/02/1969 00:00;Feminino;Capricórnio;Bianca Catarina Jennifer;Alexandre Pedro Lucas Barbosa;liz_barbosa@carreiradasilva.com;8bnRwsHHNU;94480592;Rua Raul Pompéia;508;Santa Isabel;Viamão;RS;5136583438;51984355446;1,82;50;O-;verde
;101;201;9996;2015-02-09;60;166.60;101;B;LIQUIDADO;EMPRESTIMO;Bento Renan Tiago Corte Real;49;15439642064;274612744;03/10/1973 00:00;Masculino;Peixes;Rebeca Milena;Cauê Julio Gael Corte Real;bento-cortereal74@tecvap.com.br;I8AnZc5jDT;92030285;Rua Santo Izidoro;817;Estância Velha;Canoas;RS;5136285143;51989406018;1,62;61;B-;vermelho
;102;202;1897;2015-02-09;24;79.04;102;B;LIQUIDADO;EMPRESTIMO;Laura Rosângela da Mata;40;18767370004;171863458;03/10/1982 00:00;Feminino;Peixes;Emanuelly Regina;Nelson Rodrigo da Mata;laura_damata@solpro.biz;ftJ25UMGK8;91250320;Rua Wolfram Metzler;624;Rubem Berta;Porto Alegre;RS;5128079534;51996171331;1,62;53;B-;verde
;103;203;1700;2015-02-09;15;113.33;103;B;LIQUIDADO;EMPRESTIMO;Yago Mateus Manoel da Rocha;32;67890583036;156707615;02/05/1990 00:00;Masculino;Aquário;Sandra Olivia Luciana;Murilo Edson da Rocha;yago.mateus.darocha@hotmail.it;Pxud5aOlJE;91040120;Rua Monte Alegre;632;Jardim Floresta;Porto Alegre;RS;5128443726;51989657092;1,93;63;B+;laranja
;104;204;1634;2015-02-09;15;108.93;104;B;LIQUIDADO;EMPRESTIMO;Vitor Edson Vicente Carvalho;54;40776981030;101463406;03/09/1968 00:00;Masculino;Peixes;Sandra Carolina;Breno Vitor Tiago Carvalho;vitor_edson_carvalho@seal.com.br;Qq51rELMI7;98807300;Rua Santa Bárbara;294;Esperança;Santo Ângelo;RS;5527563667;55984312995;1,91;71;O+;vermelho
;105;205;1107;2015-02-09;24;46.13;105;A;LIQUIDADO;EMPRESTIMO;Liz Cristiane Gonçalves;28;35227860092;231638334;03/01/1994 00:00;Feminino;Peixes;Isabelle Juliana;Diogo Ricardo Heitor Gonçalves;lizcristianegoncalves@tjrj.jus.br;OykZItOcRb;91250124;Rua Três Mil e Sessenta Três;964;Mário Quintana;Porto Alegre;RS;5139695888;51986683057;1,59;54;B-;azul
;106;206;8666;2015-02-09;80;108.33;106;A;LIQUIDADO;CONSIGNADO;Leandro Renato Ribeiro;75;25440585010;493663861;02/07/1947 00:00;Masculino;Aquário;Amanda Nair Tânia;Caleb Cauê Ribeiro;leandrorenatoribeiro@andrepires.com.br;06Pu5mIILl;90830030;Rua Erebango;983;Nonoai;Porto Alegre;RS;5138399499;51989961004;1,95;100;B-;azul
;107;207;3089;2015-02-09;18;171.61;107;A;LIQUIDADO;EMPRESTIMO;Victor Arthur Ryan Ferreira;52;51473639042;432508028;03/10/1970 00:00;Masculino;Peixes;Kamilly Aurora Sônia;Caleb Pedro Ferreira;victor_arthur_ferreira@cabletech.com.br;qkMOZcC9mc;93120170;Rua João Pessoa;206;Scharlau;São Leopoldo;RS;5137355565;51992566568;2;58;A+;vermelho
;108;208;8589;2015-02-09;80;107.36;108;A;LIQUIDADO OBITO;CONSIGNADO;Flávia Maya Pires;58;7648612046;445272429;02/01/1964 00:00;Feminino;Aquário;Sophia Isis;Otávio Cauê Rafael Pires;flaviamayapires@systrix.com.br;WE4A4aO6L3;91790025;Rua da Paz;374;Restinga;Porto Alegre;RS;5125349291;51991987310;1,83;46;AB+;laranja
;109;209;1889;2015-02-09;24;78.71;109;A;LIQUIDADO;EMPRESTIMO;Lorena Carolina Tânia Rezende;68;5018389028;213939903;03/10/1954 00:00;Feminino;Peixes;Fátima Heloise Kamilly;Pedro Henrique Fábio Rezende;lorena_carolina_rezende@yazigi.com;8PNwhmuiJw;98465971;Rua Guaporé 133;218;Centro;Ametista do Sul;RS;5539043363;55991838848;1,8;52;AB+;vermelho
;110;210;9167;2015-02-09;60;152.78;110;B;LIQUIDADO;EMPRESTIMO;Sebastião Ricardo Márcio Freitas;73;43729806041;398131107;02/12/1949 00:00;Masculino;Aquário;Bianca Sandra;Davi Augusto Freitas;sebastiao.ricardo.freitas@diclace.com.br;0AUsrIzLei;96201450;Rua Doutor Antônio Augusto Borges de Medeiros;703;Vila Santa Tereza;Rio Grande;RS;5335170565;53989636827;1,9;110;B-;roxo
;111;211;9489;2015-02-09;48;197.69;111;B;LIQUIDADO;EMPRESTIMO;Marlene Mirella Cardoso;66;54325140018;321016075;03/05/1956 00:00;Feminino;Peixes;Mariane Yasmin Débora;Heitor Yago Lucas Cardoso;marlene_mirella_cardoso@comanzzaindaia.com.br;zgUkEbMl2h;99064298;Rua das Orquídeas;606;Vila Mattos;Passo Fundo;RS;5439413559;54996633920;1,59;87;B+;amarelo
;112;212;7815;2015-02-09;72;108.54;112;A;LIQUIDADO;CONSIGNADO;Fábio Pietro Geraldo Drumond;80;97381017008;258677843;02/09/1942 00:00;Masculino;Aquário;Débora Isabela;Davi Manoel Geraldo Drumond;fabio_drumond@lojapetline.com.br;3HfdfXPeGj;93150120;Rua Quatorze;342;Boa Vista;São Leopoldo;RS;5126709215;51989709980;1,92;59;AB+;laranja
;113;213;5091;2015-02-09;36;141.42;113;B;LIQUIDADO;EMPRESTIMO;Tiago Yuri Isaac da Rocha;32;30165218061;465347356;02/04/1990 00:00;Masculino;Aquário;Elaine Catarina;Hugo Thiago da Rocha;tiago.yuri.darocha@tjam.jus.br;diArbhbxkh;91230484;Rua Padre João Peters;735;Passo das Pedras;Porto Alegre;RS;5138457238;51984140355;2;59;AB+;preto
;114;214;1372;2015-02-09;12;114.33;114;B;LIQUIDADO;EMPRESTIMO;Kevin Erick Porto;72;71636044085;196778633;02/07/1950 00:00;Masculino;Aquário;Aline Eliane Mariane;Ian José Porto;kevin-porto84@tadex.com.br;lQyBfd3Rkh;97095690;Rua Adir Miola;466;Km 3;Santa Maria;RS;5537799516;55992443708;1,72;60;A-;laranja
;115;215;3345;2015-02-09;24;139.38;115;A;LIQUIDADO;EMPRESTIMO;Ian André Henry Jesus;64;93640056;505305318;02/05/1958 00:00;Masculino;Aquário;Ana Amanda;Anderson Luan Jesus;ian_andre_jesus@sfreitasadvogados.com.br;dmOMmutnyu;93510280;Rua Urca;227;Centro;Novo Hamburgo;RS;5135153896;51989057529;1,76;104;A+;verde
;116;216;4127;2015-02-09;36;114.64;116;A;LIQUIDADO;EMPRESTIMO;Alana Emilly Nunes;55;64022784083;507232884;03/01/1967 00:00;Feminino;Peixes;Tereza Cecília Evelyn;Iago Raul Augusto Nunes;alana.emilly.nunes@aircominternational.com;5Fk9ESRqyS;96075782;Passeio Oito;801;Porto;Pelotas;RS;5329638912;53988365371;1,54;45;O+;vermelho
;117;217;8245;2015-02-09;48;171.77;117;A;LIQUIDADO;EMPRESTIMO;Mariane Agatha Pinto;53;72389851010;482360549;01/05/1969 00:00;Feminino;Capricórnio;Antônia Carolina;Ruan Manoel Bryan Pinto;marianeagathapinto@greenschool.com.br;Ktqto5xXLK;91530390;Rua Waldomiro Schapke;544;Partenon;Porto Alegre;RS;5126598118;51981589828;1,66;60;AB-;vermelho
;118;218;9770;2015-02-09;36;271.39;118;A;LIQUIDADO;EMPRESTIMO;Stefany Giovanna Farias;45;9897218092;241951756;03/07/1977 00:00;Feminino;Peixes;Lorena Silvana Rayssa;Henrique Arthur Farias;stefany_farias@zipmail.com.br;5XyXs9hw5Y;91260230;Rua Padre Máximo Coghetto;340;Protásio Alves;Porto Alegre;RS;5126916414;51999435787;1,67;53;O-;laranja
;119;219;4323;2015-02-09;36;120.08;119;A;LIQUIDADO;EMPRESTIMO;Thales Miguel Caleb dos Santos;52;80338275053;273583578;03/02/1970 00:00;Masculino;Peixes;Ana Priscila Giovana;Guilherme Martin Theo dos Santos;thalesmigueldossantos@soupelli.com.br;tK0SlLoZQA;93265110;Rua São Caetano;694;Parque Amador;Esteio;RS;5136443794;51999797968;1,8;97;B-;verde
;120;220;6573;2015-02-09;24;273.88;120;A;LIQUIDADO;EMPRESTIMO;Enzo Luan Leandro Brito;26;82125106035;190714426;03/02/1996 00:00;Masculino;Peixes;Hadassa Joana Giovana;André Murilo Jorge Brito;enzo_luan_brito@goldfinger.com.br;8dOGrSiijo;94150570;Acesso São Geraldo;237;Barnabé;Gravataí;RS;5127363534;51989196530;1,62;73;O+;preto
;121;221;4245;2015-02-09;36;117.92;121;B;LIQUIDADO;EMPRESTIMO;Kevin Ryan Márcio Alves;54;43932659040;266887715;03/06/1968 00:00;Masculino;Peixes;Catarina Joana Ana;Gustavo Gael Victor Alves;kevin_alves@rjnet.com.br;5kWfACQcWN;93340580;Rua Mafra;880;Primavera;Novo Hamburgo;RS;5139634131;51992881613;1,8;65;B+;preto
;122;222;8506;2015-02-09;80;106.33;122;A;LIQUIDADO;CONSIGNADO;Luiz Bryan Carvalho;61;11438012020;436720942;03/07/1961 00:00;Masculino;Peixes;Stefany Luzia Heloisa;Luís Nicolas Carvalho;luiz_carvalho@allcor.com.br;ah5cWkicsA;95060702;Rua Irmão Angelo Argenta;528;Ana Rech;Caxias do Sul;RS;5437571211;54983381722;1,75;72;O-;vermelho
;123;223;7729;2015-02-09;72;107.35;123;A;LIQUIDADO PORTABILIDADE;CONSIGNADO;Henry Osvaldo Noah Monteiro;54;96391880000;448170991;01/06/1968 00:00;Masculino;Capricórnio;Clarice Eliane;Murilo Joaquim Monteiro;henry_osvaldo_monteiro@prudential.com;7ShhJWnIB8;95080063;Rua Herminia Longhi Dalfovo;593;Planalto;Caxias do Sul;RS;5428879331;54987336562;1,85;75;O-;preto
;124;224;8280;2015-02-09;24;345.00;124;A;LIQUIDADO;EMPRESTIMO;Matheus Hugo Sérgio Silveira;69;14775776029;332793631;02/10/1953 00:00;Masculino;Aquário;Luzia Bruna;Theo Fernando Benjamin Silveira;matheus-silveira99@splicenet.com.br;zMDnwTA2ws;94856060;Estrada Caminho do Meio;165;Stella Maris;Alvorada;RS;5137525232;51999458260;1,82;66;B+;roxo
;125;225;7834;2015-02-09;72;108.81;125;A;LIQUIDADO;CONSIGNADO;Carolina Jaqueline Nair Silva;28;72860524037;509688093;03/04/1994 00:00;Feminino;Peixes;Maya Analu Manuela;Caleb Thales Rafael Silva;carolina-silva97@megasurgical.com.br;5W8FU63GOr;94510280;Rua Ilaiz Silveira de Souza;954;Vila Augusta;Viamão;RS;5128444018;51992542550;1,62;83;A+;verde
;126;226;6420;2015-02-09;24;267.50;126;A;LIQUIDADO;EMPRESTIMO;Vanessa Laís Alice Baptista;24;44129129066;372521113;01/06/1998 00:00;Feminino;Capricórnio;Isadora Aparecida;Enrico Henrique Baptista;vanessa_lais_baptista@jonhdeere.com;c0kie1p9Pz;97542470;Rua Nelci Fontoura Pedroso;971;Macedo;Alegrete;RS;5529286554;55998693603;1,76;80;B-;vermelho
;127;227;5235;2015-02-09;72;72.71;127;A;LIQUIDADO OBITO;CONSIGNADO;Beatriz Evelyn Ribeiro;70;78827529080;482822909;02/08/1952 00:00;Feminino;Aquário;Rayssa Gabriela;Benjamin Fábio Ribeiro;beatrizevelynribeiro@ohms.com.br;8eYzapGMi7;91340280;Praça Ucraniana;826;Passo da Areia;Porto Alegre;RS;5127129373;51991378864;1,8;52;AB-;roxo
